Song,Nation,Year,BPM,PhSp,ChCo,Peak
The Underground Solution - Afterthought,USA,1990,123.046875,0.04,0.9018199635330815,-7.9798333667776244
The Underground Solution - Deep In My Mind,USA,1990,120.18531976744184,0.0325,0.9696433642655216,-10.12219626107916
The Underground Solution - Luv Dancin' (Egotrip Mix),USA,1990,123.046875,0.05,0.8752103103755838,-5.63249972268104
The Underground Solution - Luv Dancin' (In Deep Mix),USA,1990,123.046875,0.065,0.9422419593719594,-3.3347258282904813
The Underworld - Angel's Calling (The Final Call Mix),USA,1992,123.046875,0.0475,0.8441332282146269,-6.436490614211202
The Underworld - Angel's Calling (The Wild Pitch Mix),USA,1992,123.046875,0.0425,0.9343013785015752,-7.192868278438516
The Underworld - The After World (After Hours Mix),USA,1992,120.18531976744184,0.0375,0.9164618330022448,-8.160728749431382
The Underworld - The After World (The Underworld Mix),USA,1992,120.18531976744184,0.0325,0.925277015463609,-9.939693870277459
The Unreleased Project - Everlasting (DJ Tone 12 Inch Mix),USA,1992,126.04801829268293,0.0625,0.900475718285823,-3.787609367416475
The Unreleased Project - Everlasting (Jays Fade The Black Mix),USA,1992,126.04801829268293,0.0425,0.9502501306988412,-7.148990116264887
The Unreleased Project - Everlasting (Kevins Trance Vocal Remix),USA,1992,126.04801829268293,0.0525,0.9508524861040095,-5.583293150233788
The Unreleased Project - House Games (Kaos 12 Inch Mix),USA,1992,126.04801829268293,0.035,0.9417213907444616,-8.911595957836669
The Unreleased Project - House Games (Reese Jungle Beat Remix),USA,1992,123.046875,0.0275,0.9572192406714204,-11.19101859322506
The Unreleased Project - Spin My Life Around (Eddie Flashin Fowlkes Mix),USA,1992,120.18531976744184,0.0875,0.8174854398295448,-0.4394194830454495
The Unreleased Project - Talk To Me (Reese Instrumental Dub Remix),USA,1992,126.04801829268293,0.0375,0.9635106203072312,-8.319254349920831
The Unreleased Project - Understanding (DJ Tone 12 Inch Mix),USA,1992,126.04801829268293,0.09,0.814391486116008,-0.1956907582377813
The Unreleased Project - Understanding (Jays Trance Dub),USA,1992,126.04801829268293,0.095,0.6275908164098092,-0.0002650763603796
The Vision - A-472.0,USA,1992,147.65625,0.075,0.8638023943328771,-1.922773505394769
"The Vision - Crush, Kill, Destroy",USA,1991,126.04801829268293,0.0575,0.9650055163125095,-4.366715141891888
The Vision - Dread,USA,1992,135.99917763157896,0.05,0.961724841182199,-6.004445634380469
The Vision - H-Formula,USA,1992,147.65625,0.0875,0.963233123646801,-0.814041171477454
The Vision - Liberation Radio,USA,1991,126.04801829268293,0.0475,0.928680291800534,-6.468821564801851
The Vision - Perpetual Motion,USA,1992,126.04801829268293,0.0525,0.9313506736878401,-5.553601227703284
The Vision - Projectile darts,USA,1993,114.84375,0.05,0.991321908749433,-5.176523618767318
The Vision - The protector,USA,1993,139.6748310810811,0.0325,0.9866133962725184,-9.799828297468736
The Vision - The protector (Album cut),USA,1993,139.6748310810811,0.035,0.992596999784561,-8.93228825625501
The Vision - Virus-4-9K561,USA,1992,143.5546875,0.0725,0.9721376649739282,-1.96072747459881
Thee Housecat Experience - Ladyland (Aphrohead Mix),USA,1993,132.51201923076923,0.035,0.8668482936095365,-9.012901918768833
Thee Housecat Experience - Ladyland (Noo World Destruction Mix),USA,1993,126.04801829268293,0.07,0.9681894921861633,-2.9600166257884757
Thee Housecat Experience - Life (Love Mix),USA,1993,124.52936746987952,0.0425,0.9705217711361858,-7.21869338334642
Thee Housecat Experience - Life (The Mix),USA,1993,123.046875,0.05,0.972241618689607,-5.806691748444037
Thee Madkatt Courtship - Da Mindfuck,USA,1993,126.04801829268293,0.05,0.9692015753643148,-5.744162443952973
Thee Madkatt Courtship - Da Mindfuck (Noo World Destruction Mix),USA,1994,126.04801829268293,0.0525,0.9733540116848525,-5.282814495922295
Thee Madkatt Courtship - Revelation (Afrohead Mix),USA,1994,129.19921875,0.0475,0.9879848062126604,-6.468398548952684
Thompson & Lenoir - Can't Stop The House (Basement Mix),USA,1987,123.046875,0.04,0.8693263529224616,-7.557486025553539
Thompson & Lenoir - Can't Stop The House (Vocal Mix),USA,1987,123.0,0.0475,0.8260379869988398,-5.962478894652117
Tia's Daddy - Act A Fool Tonight,USA,1994,118.80387931034484,0.0375,0.9929752042563936,-8.558339184512484
Tia's Daddy - Spring Time,USA,1994,123.046875,0.0175,0.925437239854879,-16.38536695582388
Tia's Daddy - Tighten Up Your Thang,USA,1994,120.0,0.025,0.9738883065376576,-12.185189467733696
Tikkle - Bubbles (Club Mix),USA,1991,126.04801829268293,0.0525,0.9404330202528834,-5.566627100958865
Tikkle - The Sublime (Jazz Mix),USA,1991,125.0,0.0325,0.9211436629925963,-9.566438851500944
Tikkle - The Sublime (Original Mix),USA,1991,122.0,0.035,0.9403475404667561,-8.61848968877294
Tikkle - The Sublime (Sublime Mix),USA,1991,123.0,0.0275,0.9223910565748773,-11.258916322153883
TKA - Don't Be Afraid (Vocal Remix),USA,1988,117.45383522727272,0.0275,0.8146618832156354,-11.187287301608226
TKA Feat. Michelle Visage - Crash (Have Some Fun) (12'' Remix),USA,1990,123.046875,0.035,0.7123319666681136,-8.908967627867895
TKA Feat. Michelle Visage - Crash (Have Some Fun) (Emergency Landing Mix),USA,1990,123.046875,0.0325,0.8635109650071848,-10.15542236969172
TKA Feat. Michelle Visage - Crash (Have Some Fun) (Remix Dub),USA,1990,123.046875,0.03,0.6582134328967013,-10.277269251379249
TKA Feat. Michelle Visage - Crash (Have Some Fun) (Stop Short Mix),USA,1990,123.046875,0.0325,0.8434590308916051,-9.896288081769605
Todd Terry - A Day In The Groove,USA,1992,123.046875,0.06,0.9908303929355264,-3.6537679869982047
Todd Terry - Balah Hilah,USA,1992,123.046875,0.065,0.8979291456117486,-3.330446315626521
Todd Terry - Bring It Back,USA,1992,123.046875,0.0775,0.8015464638286212,-1.735128548571934
Todd Terry - Buzz Suzz,USA,1993,123.046875,0.0475,0.9752943973428108,-6.453190756781304
Todd Terry - Come Around,USA,1994,129.19921875,0.045,0.8759996668351453,-6.457928392681714
Todd Terry - D & D Beats,USA,1993,122.0,0.0375,0.964968785640238,-8.698633488652003
Todd Terry - Dance With Me,USA,1994,123.046875,0.0225,0.9785450870214016,-12.979590291621625
Todd Terry - Desire -- What I Want,USA,1993,120.18531976744184,0.025,0.9854449290611988,-12.224163469353185
Todd Terry - Don't Get Carried Away,USA,1992,126.04801829268293,0.0325,0.9673918454821028,-9.953774928241875
Todd Terry - Feel It (Can You Party Remix),USA,1994,123.046875,0.05,0.9327952938131413,-5.634865672681619
Todd Terry - Fly Away,USA,1994,123.046875,0.0225,0.9785450870214016,-12.979590291621625
Todd Terry - Found Romance,USA,1992,126.04801829268293,0.025,0.960058069839575,-12.104164746582791
Todd Terry - Funky Brass (UK Mix),USA,1992,126.04801829268293,0.03,0.9819460689036938,-10.144252487519337
Todd Terry - Hard As Hell,USA,1992,107.666015625,0.06,0.7359991213380483,-3.823349593240505
Todd Terry - Holdin' On (Urban house Dub),USA,1992,123.046875,0.025,0.974923565674928,-12.008670381417236
Todd Terry - I'll Do Anything,USA,1992,123.046875,0.0475,0.9023136766499011,-6.286794111128698
Todd Terry - If You Wanna Ride,USA,1991,123.046875,0.0575,0.8838191495482576,-4.60956160623697
Todd Terry - In The Name Of Love,USA,1994,123.046875,0.0525,0.9702182606453613,-5.402200701413926
Todd Terry - Jing Jing,USA,1994,123.046875,0.09,0.9718866207243511,-0.7176364471959217
Todd Terry - Jumpin',USA,1993,123.046875,0.09,0.9718866207243511,-0.7176364471959217
Todd Terry - Just Wanna Bang,USA,1994,123.046875,0.025,0.8423351414134447,-12.240196981362612
Todd Terry - Logan's Running,USA,1992,126.04801829268293,0.0275,0.9453721783356923,-11.23139010504637
Todd Terry - Love You More (Dark Mix),USA,1992,123.046875,0.0275,0.9100661136121816,-11.039381103884374
Todd Terry - No Way,USA,1992,123.046875,0.0525,0.9733006823701686,-5.445756453865108
Todd Terry - On And On Again,USA,1993,123.046875,0.0425,0.9830341861287653,-7.460583614803166
Todd Terry - Out Of Sight,USA,1993,123.046875,0.04,0.9906078822058724,-8.105288150971127
Todd Terry - Rain,USA,1994,123.046875,0.05,0.9390109564822526,-5.588335756841638
Todd Terry - Rock That Groove,USA,1993,123.046875,0.0375,0.9701381110034568,-8.47988043809252
Todd Terry - Say It Again,USA,1994,123.046875,0.04,0.9623036265159006,-8.048595076107443
Todd Terry - Scat Cat,USA,1992,124.52936746987952,0.07,0.9084023763590532,-2.602057935203743
Todd Terry - Shadows Dawn,USA,1992,120.18531976744184,0.03,0.9808065122012652,-10.630046216437655
Todd Terry - Shine II Dawn,USA,1992,123.046875,0.04,0.9450294301075852,-7.567616082406189
Todd Terry - T.N.T. Theme,USA,1993,120.18531976744184,0.03,0.9759972339338223,-10.151912680157515
Todd Terry - The Flipside Of The Countdown,USA,1992,129.19921875,0.06,0.9769841141676966,-4.315802521853968
Todd Terry - The Keep,USA,1993,123.046875,0.0425,0.9783377213946296,-7.358563828442421
Todd Terry - Walk Out The Door,USA,1992,126.04801829268293,0.0325,0.9847345099525288,-9.786508364285352
Todd Terry - Wanna Ride (Ur Mix),USA,1992,126.04801829268293,0.035,0.9381489102659404,-8.98397145981512
Todd Terry - When You Hold Me,USA,1992,123.046875,0.055,0.8796043189716716,-4.476294557436345
Todd Terry - Work Your Butt,USA,1992,117.45383522727272,0.0575,0.9725644523537333,-4.619481685957687
Todd Terry - Year Of The Rock,USA,1992,123.046875,0.045,0.8727549009652855,-6.985726824237672
Tone Nice - Keep On (Chez-D-Rest Mix),USA,1992,127.0,0.0375,0.8497598696422699,-8.403072116791593
Tone Nice - Keep On (Techno Soul Mix),USA,1992,126.04801829268293,0.045,0.9371650858840151,-6.995347290786821
Tony Shayne - Groove Attack! (Underground Acid⁄House Mix),USA,1989,126.04801829268293,0.03,0.9279493685392325,-10.821851587945345
Tony Sineni - Rhythm Of The Beat (Kenny's Mix),USA,1987,120.18531976744184,0.0475,0.9664048406920462,-5.9050421119150585
Tony Sineni - Rhythm Of The Beat (Slam Mix),USA,1987,120.18531976744184,0.025,0.9754511092360602,-12.188969459941514
Tony Stark With Eddie Fowlkes - Give Me Tribal,USA,1994,126.04801829268293,0.0325,0.8903055266462052,-9.486674139804656
Tony Stark With Eddie Fowlkes - My Fellow Americans,USA,1994,123.046875,0.05,0.9607043033321352,-6.095998949038945
Tony Stark With Eddie Fowlkes - You Can't Have Me,USA,1994,126.04801829268293,0.0375,0.9595867706178156,-8.454585805512375
Total Capacity - Ambience (Dub Mix),USA,1991,123.046875,0.03,0.9076037187525682,-10.485401648885532
Total Capacity - Ambience (Red Head Mix),USA,1991,123.046875,0.05,0.978707158654994,-5.960109481129984
Touch - Fallen (Bassappella & Dub Version),USA,1988,112.34714673913044,0.06,0.796365446051986,-3.75630367134001
Touch - Fallen (Vocal Mix),USA,1988,123.046875,0.0325,0.7049375813481606,-9.481620018608456
Touch - Love Fixation (Dub),USA,1987,114.84375,0.025,0.9704469095217324,-11.847228390346372
Touch - Love Fixation (Vocal),USA,1987,117.45383522727272,0.06,0.8880082404539091,-3.8192340330412304
Touch - Without You (Mix 1),USA,1987,109.9567819148936,0.065,0.7272256348537576,-3.2784836082376314
Toxic Two - Chemical Reaction (Original U.S.A. Mix),USA,1992,139.6748310810811,0.065,0.9748868506701746,-3.330446315626521
Toxic Two - Flash Back,USA,1992,139.6748310810811,0.04,0.936958595532895,-7.775068580958883
Toxic Two - Rave Generator,USA,1991,123.046875,0.05,0.9885359695414948,-5.707176304219424
Toxic Two - Trancing Together,USA,1992,129.19921875,0.0425,0.9066150510995096,-7.252553648889086
Track And Feel Events - Bip-Bop (Get To It),USA,1993,123.046875,0.04,0.9892134945099847,-7.666288655025491
Track And Feel Events - Space And Time (Clear My Mind),USA,1993,123.046875,0.0475,0.9929398695614569,-6.236046639777402
Track And Feel Events - What's Cumnovame,USA,1993,120.18531976744184,0.0375,0.9965421978021036,-8.064752285518393
"Track Masters - Come On, Do Anything (Influential Mix)",USA,1992,120.18531976744184,0.0275,0.9697988207045376,-11.36915188422691
Track Masters - I Need You So Bad (Feel This Mix),USA,1992,126.04801829268293,0.025,0.9429068514182797,-11.892350233927854
Track Masters - I Need You So Bad (Loft Mix),USA,1992,123.046875,0.0175,0.975801171876437,-15.771288153080892
Track Masters - The Basement Jam,USA,1992,123.0,0.0525,0.9913725444296594,-5.230058693055298
Trademark - I Am The Beat (E. Smooves Hip House Mix),USA,1990,123.046875,0.0275,0.9699938564218828,-10.956882988049513
Trademark - I Am The Beat (Reprise; The Beat Mix),USA,1990,123.046875,0.0275,0.8557266664450287,-11.161349747386794
Trademark - I Am The Beat (Smoove Mix),USA,1990,123.046875,0.0275,0.9567108010983194,-11.645440415075115
Trinidad - Philly The Blunt (Cuera Smoked A Big One),USA,1991,123.046875,0.03,0.9724086604186868,-10.627458021137745
Trinidad - Philly The Blunt (Extended Mix),USA,1991,123.046875,0.0525,0.9829135979715493,-5.5568673917399956
Trinidad - Philly The Blunt (Mo' Blunts),USA,1991,123.046875,0.0475,0.994125687617235,-6.335307237651492
Trinidad - Philly The Blunt (Rubba Dub),USA,1991,123.046875,0.045,0.960926591301151,-6.877979864498687
Triple XXX - The Bedroom Scene (Rated X Mix),USA,1987,123.046875,0.06,0.9711810765718484,-3.958178050071386
Triple XXX - The Bedroom Scene (Straight Up Mix),USA,1987,123.046875,0.025,0.8424151503110108,-12.54133267029399
Triple XXX - The Bedroom Scene (Waterbed Mix),USA,1987,123.046875,0.0575,0.974641807239933,-4.219826023702858
TronikHouse - Mental Techno,USA,1991,135.99917763157896,0.0825,0.8267815329402639,-1.0728775980733118
Tronikhouse - Space,USA,1991,126.04801829268293,0.0525,0.8482557230947118,-5.190100408245792
TronikHouse - Up Tempo,USA,1991,135.99917763157896,0.0625,0.6296702732708727,-3.8679225029703144
Tropical Moon - Data Bank,USA,1990,122.0,0.0325,0.9297362139315636,-10.029935721873159
Tropical Moon - It's Alright,USA,1990,114.84375,0.035,0.9747148003241451,-9.12075995042123
Troy Abstract - Talkin' Shit (Chunk-A-Bud's Generation X Mix),USA,1994,125.0,0.0175,0.7437800124196807,-16.02562349190555
Troy Abstract - Talkin' Shit (Dub Fiasco Mix),USA,1994,123.046875,0.0525,0.9174983568365396,-5.398251840474476
Troy Abstract - Talkin' Shit (Trance Mix),USA,1994,123.046875,0.045,0.9577352529537588,-6.782429807174127
Troy Abstract - Talkin' Shit (Tribal Trance Mix),USA,1994,123.046875,0.0325,0.9991690428901916,-9.46274635744794
Two City Tribe - Move Something (Radio Mix),USA,1992,123.046875,0.0425,0.934713664169379,-7.219210431823511
Two Meanings - My Life To Live (Alex Baby Mix),USA,1992,123.046875,0.0225,0.9854415801030112,-12.73807136741392
Ty Brunson Feat. Chanelle - All Of Me (Alternative Dub),USA,1993,124.52936746987952,0.05,0.982953469154887,-5.995718850570629
Ty Brunson Feat. Chanelle - All Of Me (Alternative Mix),USA,1993,124.52936746987952,0.05,0.9619877630924168,-5.857790515889887
Ty Brunson Feat. Chanelle - All Of Me (Vocals),USA,1993,126.04801829268293,0.0675,0.9719921781909664,-3.113427016409589
Tylon - Feel The Rhythm Of House (Club Mix),USA,1989,123.046875,0.06,0.8319929763585686,-4.08070335594719
Tyree - Acid Over (Original Mix),USA,1987,126.04801829268293,0.0325,0.9624598770100806,-9.552901775774565
Tyree - Acid Over (Tyree's Mix),USA,1987,126.04801829268293,0.025,0.922399382591198,-12.391102060431923
Tyree - Back In My Arms,USA,1991,123.046875,0.0375,0.8722889545815495,-8.295993292413264
Tyree - Come To Me,USA,1991,120.18531976744184,0.0225,0.93191451559648,-13.29327791400259
Tyree - Git Into The Muzic,USA,1991,126.04801829268293,0.0275,0.959901371982123,-11.589173048278774
Tyree - House Music Is My Life (The Joe Smooth Track Mix),USA,1989,120.18531976744184,0.08,0.9724250340979338,-1.4990032741261352
Tyree - House Music Is My Life (The Tyree Club Mix),USA,1989,126.04801829268293,0.03,0.9363968586107152,-10.888717400119674
Tyree - How I'm Living,USA,1991,123.046875,0.0275,0.8796726658969027,-11.135788048940427
Tyree - Let Me Be,USA,1991,120.0,0.02,0.9544868932724436,-14.387502790205122
Tyree - Let The Music Move Ya,USA,1991,122.0,0.0325,0.9279122137528492,-9.622478943980786
Tyree - Let The Music Take Control (Julian Jumpin Perez Mix),USA,1989,126.04801829268293,0.0325,0.9267708185652708,-9.6060095437251
Tyree - Lonely (No More) (Tyree's Club Mix),USA,1990,123.046875,0.03,0.9414776283487764,-10.659955671494563
Tyree - Lonely No More,USA,1991,123.046875,0.025,0.9386310831996747,-12.513553621483977
Tyree - Move Your Body (Boogie Man (Boogie Mix)),USA,1989,126.04801829268293,0.0325,0.9877265985292971,-9.61798597187803
Tyree - Move Your Body (Julian 'Jumpin' Perez Mix),USA,1989,125.0,0.0625,0.9729459880216385,-3.793145636600178
Tyree - Move Your Body (LP Version - Tyree Mix),USA,1989,123.046875,0.0525,0.8687754547504554,-5.374596637052179
Tyree - Nothing Is The Same,USA,1991,123.046875,0.03,0.938513520430287,-10.379746101488335
Tyree - People Want To Touch Me,USA,1991,117.45383522727272,0.025,0.974670249744717,-12.523440218922769
Tyree - Rock The Discotech (Mental Mix),USA,1991,123.046875,0.0675,0.9508365149849759,-3.2808036951225388
Tyree - Rock The Discotech (T-C_M Mix),USA,1991,123.046875,0.0325,0.9141754367193202,-9.611063008743525
Tyree - Rock The Discotech (Vocal Mix),USA,1991,123.046875,0.04,0.9731927422194512,-7.622232994648938
Tyree - Rock The Discoteque,USA,1991,123.046875,0.0275,0.9352365857392388,-11.384834042130834
Tyree - Tee's Revenge,USA,1988,123.046875,0.05,0.9813061894766316,-5.828702471737078
Tyree - The Time Iz Now,USA,1991,123.046875,0.02,0.9117470791320729,-14.739285980390909
Tyree - Video Crash,USA,1991,123.046875,0.0325,0.9534032401805779,-9.459710732919419
Tyree - Video Crash (Dub Mix),USA,1988,123.046875,0.0775,0.9906075726394241,-1.7429004449057044
Tyree - Video Crash (Vocal Mix),USA,1988,123.046875,0.065,0.9480978570337281,-3.4648891945055755
Tyree Cooper - Acid Crash RX,USA,1994,129.19921875,0.0825,0.8318121079905044,-1.0926950266580437
Tyree feat. Chic - I Fear The Night (Subterranean Mix),USA,1986,123.046875,0.0275,0.8921345239725857,-11.333956181685975
Tyree feat. Kool Rock Steady - Turn Up The Bass (Scratch It Up Mix),USA,1988,126.04801829268293,0.0775,0.9887286527125532,-2.03026903894547
U.N.I.T.E.D. - Mother Mary (Black Madonna Remixes - Piano Dub),USA,1993,123.046875,0.0325,0.964709416208225,-9.969270727753656
U.N.I.T.E.D. - Mother Mary (Black Madonna Remixes - Underground Depress),USA,1993,123.046875,0.0275,0.9789467835974228,-11.35261654558767
U.N.I.T.E.D. - Mother Mary (Black Madonna Remixes - Xrated Mix),USA,1993,123.046875,0.0325,0.9947090812727173,-9.849517468140903
U.N.I.T.E.D. - Mother Mary (The Full Vocal Remix),USA,1993,123.046875,0.025,0.9323672105939365,-11.91790254934415
U.N.I.T.E.D. - Mother Mary (The Infinity Dub Mix),USA,1993,123.046875,0.02,0.877772927423286,-14.104535912368563
U.N.I.T.E.D. - Mother Mary (The Rough Without Shame Dub),USA,1993,123.046875,0.02,0.9454201103263448,-14.156504749546496
U.N.I.T.E.D. - Mother Mary (X's Full Vocal Mix),USA,1993,123.046875,0.0275,0.9499067072144478,-11.747421696398252
U.N.I.T.E.D. - Revelation (Chorus Mix),USA,1992,117.45383522727272,0.04,0.9601242215919342,-8.028127448232809
U.N.I.T.E.D. - Revelation (The Mystique Mix),USA,1992,123.046875,0.0525,0.9641652557208906,-5.3214572961101
U.N.I.T.E.D. - Revelation (The Original Vocal Mix),USA,1992,120.18531976744184,0.035,0.9620375520654817,-9.31024502204874
U.N.I.T.E.D. - Revelation III (Don't Work My Love),USA,1992,120.18531976744184,0.03,0.9643593585330782,-10.355505975302686
U.N.I.T.E.D. - Sing (Jahkey B 's Dub),USA,1994,123.046875,0.035,0.9528419495769684,-9.38298843635086
U.N.I.T.E.D. ‎- Revelation (The Balo Vocal Dub),USA,1992,120.18531976744184,0.06,0.9483298398227236,-3.699099853150015
U.N.I.T.E.D. ‎- Revelation II (The Breakdown Dub),USA,1992,120.18531976744184,0.0325,0.9606170006845682,-9.539204182900464
UBQ Project - Cosmic Rhythm,USA,1991,123.046875,0.0425,0.9651845322327254,-7.226608188877423
UBQ Project - Into The Night (Club Mix),USA,1990,120.18531976744184,0.0225,0.9209082784127096,-12.938996578547767
UBQ Project - Into The Night (Krazy Fingers Mix),USA,1990,107.666015625,0.0175,0.8727000886261537,-16.250690897035696
UBQ Project - Love Don't Let Go (92 Remix),USA,1992,120.18531976744184,0.0325,0.9455774148580436,-9.275756605295864
UBQ Project - Now I Know I Love U (E-Smoove's Funk Revival),USA,1993,123.046875,0.0325,0.9656281493108224,-9.724165722323999
UBQ Project - Now I Know I Love U (Maurice's Club Mix),USA,1993,123.046875,0.03,0.9629306254164872,-10.395417488961913
UBQ Project - Now I Know I Love U (The Don's Dub),USA,1993,123.046875,0.0225,0.9265828451834088,-13.23030743889253
UBQ Project - Now I Know I Love U (UBQ's Underground Mix),USA,1993,123.046875,0.035,0.8842946607998144,-9.354765539116809
UBQ Project - We Can Make It (Aaron's Big House Remix),USA,1992,117.45383522727272,0.0325,0.9892609326486902,-9.942996177826096
UBQ Project - We Can Make It (Terry's Original Mix),USA,1992,121.0,0.0275,0.9293793561703876,-11.143148985247384
UBQ Project Feat. Kathy Summers - Feel My Soul (Chicago Mix),USA,1991,120.18531976744184,0.035,0.9588858248870886,-8.711588239791935
Umosia - Love Don't Let Me Down (Dub Mix),USA,1992,120.18531976744184,0.025,0.9167629849892831,-12.33124923945109
Umosia - Love Don't Let Me Down (Primal Auto Soul Mix),USA,1992,120.18531976744184,0.025,0.9235938032140072,-11.777830287776432
Umosia - Love Don't Let Me Down (Techno Primal Auto Soul Mix),USA,1992,120.18531976744184,0.025,0.9269200673200292,-12.10681532467982
Underground Inc. - Magie Noire (Lenoir-Hill Magic Mix),USA,1991,120.18531976744184,0.03,0.5507751149758802,-10.489659001113884
Underground Inc. - Magie Noire (Pal Joey Mix),USA,1991,117.45383522727272,0.0525,0.453572650692195,-5.361810374930215
Underground Nation - Do What Cha Like (Hard Ass Mix),USA,1994,126.04801829268293,0.045,0.958274736740564,-6.979882095295691
Underground Nation - Do What Cha Like (Mental Maddness Mix),USA,1994,129.19921875,0.03,0.8872439262978251,-10.256856550812254
Underground Repairs - Stay In The Life (A Roy Davis Mix),USA,1992,126.04801829268293,0.0275,0.9280008483493465,-11.434822874938142
Underground Repairs - Stay In The Life (Underground Mix),USA,1992,123.046875,0.06,0.9784973725470524,-4.01522567827203
Underground Resistance - 303 Sunset,USA,1991,114.84375,0.0325,0.968754225106284,-9.551707583706872
Underground Resistance - Acid Africa (Roots Electric Mix),USA,1994,132.51201923076923,0.03,0.9457541000103848,-10.360689045008773
Underground Resistance - Acid Fog (The Mystery),USA,1993,136.0,0.0425,0.8892034792617565,-7.434821110539389
Underground Resistance - Adrenalin,USA,1991,129.19921875,0.035,0.9022382694369356,-9.105357345866077
Underground Resistance - Ain't No Sunshine (The Sign),USA,1993,139.6748310810811,0.045,0.8428393548490706,-6.829247442144167
Underground Resistance - Amazon,USA,1992,132.51201923076923,0.055,0.9389336301746424,-4.873560138481765
Underground Resistance - Atmospheric Disturbance,USA,1993,151.99908088235293,0.04,0.9180112090341801,-7.588229209713691
Underground Resistance - Atomic Witchdokta,USA,1994,132.51201923076923,0.03,0.9746082887290535,-10.375044363570574
Underground Resistance - Back Road To Nirvana,USA,1991,129.19921875,0.015,0.9022736365466684,-17.179103665882096
Underground Resistance - Base Camp Alpha 808,USA,1992,132.51201923076923,0.035,0.9785215454586365,-9.337540572501894
Underground Resistance - Beauty Of Decay,USA,1991,126.04801829268293,0.0375,0.6600145303981544,-8.537772463370048
Underground Resistance - Belgian Resistance,USA,1992,143.5546875,0.0575,0.957451363956638,-4.5007374567357
Underground Resistance - Big Stone Lake,USA,1991,117.45383522727272,0.045,0.6694213310018295,-6.692807375272613
Underground Resistance - Body And Soul,USA,1991,123.046875,0.0325,0.8468710434770501,-9.39958151554105
Underground Resistance - Code Red,USA,1994,145.57658450704224,0.0375,0.975706271830397,-8.854547337806014
Underground Resistance - Communications Silence,USA,1994,139.6748310810811,0.045,0.9335765697976602,-5.945643730785848
Underground Resistance - Cosmic Traveler,USA,1992,123.046875,0.035,0.8431914294452668,-9.03197197539204
Underground Resistance - Cyberwolf,USA,1994,143.5546875,0.04,0.9382799894013296,-7.690107338300775
Underground Resistance - Cyclone,USA,1992,132.51201923076923,0.045,0.9647665964744844,-6.892954450925188
Underground Resistance - Elimination,USA,1990,126.04801829268293,0.0375,0.9235867434881584,-8.433635207945201
Underground Resistance - Elimination (Mix 1),USA,1991,126.04801829268293,0.04,0.9207669920813235,-7.834629614783752
Underground Resistance - Elimination (Mix 2),USA,1991,126.04801829268293,0.0375,0.9058787974535405,-8.215104079943444
Underground Resistance - Eye Of The Storm,USA,1990,123.046875,0.04,0.9086156072117708,-8.05171396182368
Underground Resistance - Fuck The Majors (Mix 1),USA,1992,135.99917763157896,0.04,0.946255834458381,-7.824430094520698
Underground Resistance - Fuck The Majors (Mix 2),USA,1992,135.99917763157896,0.04,0.9724049930501595,-7.931579968560383
Underground Resistance - Fury,USA,1992,135.99917763157896,0.0525,0.945919184397093,-5.11207846451099
Underground Resistance - Greater Than Yourself,USA,1992,123.046875,0.0425,0.6248381212512781,-7.3839967027122935
Underground Resistance - Jupiter Jazz,USA,1992,126.04801829268293,0.0475,0.9435147888517728,-6.5495778717273
Underground Resistance - Kamikaze,USA,1992,135.99917763157896,0.0675,0.9158740393486784,-2.566543500642656
Underground Resistance - Low Pressure Front (The Pulse),USA,1993,147.65625,0.0675,0.8798911363196411,-2.607424233315861
Underground Resistance - Mercury Berring-10,USA,1991,126.04801829268293,0.0375,0.8717597011415926,-7.717778653012706
Underground Resistance - Meteor Showers,USA,1994,154.267723880597,0.0325,0.6938090255609857,-9.743046554492008
Underground Resistance - Method Of Force,USA,1991,126.04801829268293,0.0325,0.919260988870328,-9.603396323347916
Underground Resistance - Micronaut+7,USA,1991,129.19921875,0.0525,0.891305264425214,-4.307093552720022
Underground Resistance - Mutiny+9,USA,1991,126.04801829268293,0.07,0.957521646556735,-2.670460086449813
Underground Resistance - Off-Axis Gravitational Fields,USA,1994,135.99917763157896,0.04,0.8943553456685271,-7.555067793343877
Underground Resistance - Orbit,USA,1990,129.19921875,0.05,0.9015119256137876,-5.832568228648244
Underground Resistance - Orbitals In Motion,USA,1994,150.0,0.075,0.9453722246188032,-2.109322374663529
Underground Resistance - Panic (Mix 1),USA,1992,126.04801829268293,0.045,0.7070952875245884,-7.018702640667268
Underground Resistance - Panic (Mix 2),USA,1992,124.0,0.045,0.7675195735056056,-6.836473264858594
Underground Resistance - Panic (Mix 3),USA,1992,120.18531976744184,0.0425,0.6091985261421977,-7.096690539167591
Underground Resistance - Particle Shower,USA,1994,147.65625,0.045,0.9603650994657188,-6.856382585953509
Underground Resistance - Piranha (Mix 1),USA,1992,151.99908088235293,0.035,0.8636074245670163,-9.16796386597772
Underground Resistance - Piranha (Mix 2),USA,1992,150.0,0.035,0.8667252674633584,-8.915852072796465
Underground Resistance - Predator,USA,1990,129.19921875,0.03,0.8835150086655997,-10.525215840271937
Underground Resistance - Quadrasonic,USA,1991,120.18531976744184,0.0325,0.9662518125072512,-10.104297689392308
Underground Resistance - Rainbows Over Paradise (The Rain),USA,1993,135.99917763157896,0.035,0.825351126641849,-9.21926322145326
